Référence offre;Intitule;Poste;Secteur activité;Entreprise;Type d'entreprise;Lieu;Groupe de contrat;Type contrat;Date de publication ;Mois;Trimestre
JOB250001761;Support sepela na dancecampaign ;1;"Conseil, Stratégie & Gestion des Ressources Humaines";EMPLOI SERVICE CONGO sarl;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;24/7/2025;Juillet;T3
JOB250001896;MECANICIEN ENGIN LOURD;1;"Conseil, Stratégie & Gestion des Ressources Humaines";EMPLOI SERVICE CONGO sarl;Entreprise Privée;BOUANSA;Emploi Temporaire;CDD;8/8/2025;Août;T3
JOB250001899;TECHNICIEN FRIGORIFIQUE AUTO;1;"Commerce, Vente, Marketing & Distribution";EMPLOI SERVICE CONGO sarl;Entreprise Privée;BOUANSA;Emploi Temporaire;CDD;8/8/2025;Août;T3
JOB250001902;PNEUMATICIEN ;1;"Industrie, Production & Maintenance";EMPLOI SERVICE CONGO sarl;Entreprise Privée;BOUANSA;Emploi Temporaire;CDD;8/8/2025;Août;T3
JOB250002096;ADMINISTRATEUR DES RECONCILIATIONS DES COMPTES CLIENTS ENTREPRISES ;1;"Commerce, Vente, Marketing & Distribution";EMPLOI SERVICE CONGO sarl;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;2/9/2025;Septembre;T3
JOB250002102;MECANICIEN;1;"Commerce, Vente, Marketing & Distribution";EMPLOI SERVICE CONGO sarl;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;2/9/2025;Septembre;T3
JOB250002104;Assistant Ressources Humaines;1;"Commerce, Vente, Marketing & Distribution";EMPLOI SERVICE CONGO sarl;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;2/9/2025;Septembre;T3
JOB250002106;MAINTENANCIER;1;"Commerce, Vente, Marketing & Distribution";EMPLOI SERVICE CONGO sarl;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;2/9/2025;Septembre;T3
JOB250002107;AGENT PROCUREMENT ;1;"Commerce, Vente, Marketing & Distribution";EMPLOI SERVICE CONGO sarl;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;2/9/2025;Septembre;T3
JOB250002108;AUDITEUR INTERNE JUNIOR ;1;"Commerce, Vente, Marketing & Distribution";EMPLOI SERVICE CONGO sarl;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;2/9/2025;Septembre;T3
JOB250002112;CHARGE D'ACCUEIL ;1;"Commerce, Vente, Marketing & Distribution";EMPLOI SERVICE CONGO sarl;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;3/9/2025;Septembre;T3
JOB250002114;Agent de call center;1;"Commerce, Vente, Marketing & Distribution";EMPLOI SERVICE CONGO sarl;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;Contrat d'intérim;3/9/2025;Septembre;T3
JOB250002115;ASSISTANT COMPTABLE;1;"Finance, Banque, Assurance, Comptabilité & Fiscalité";EMPLOI SERVICE CONGO sarl;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;3/9/2025;Septembre;T3
JOB250002116;CHARGESIRH;1;"Conseil, Stratégie & Gestion des Ressources Humaines";EMPLOI SERVICE CONGO sarl;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;3/9/2025;Septembre;T3
JOB250002117;Assistant juridique;1;Droit et Justice;EMPLOI SERVICE CONGO sarl;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;3/9/2025;Septembre;T3
JOB250002118;Agent commercial;1;"Commerce, Vente, Marketing & Distribution";EMPLOI SERVICE CONGO sarl;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;Contrat d'intérim;3/9/2025;Septembre;T3
JOB250002179;Analyse de fraude;1;"Finance, Banque, Assurance, Comptabilité & Fiscalité";EMPLOI SERVICE CONGO sarl;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;9/9/2025;Septembre;T3
JOB250002182;Senior Spécialiste Communication interne & Culture ;1;"Communication, Médias & Événementiel";EMPLOI SERVICE CONGO sarl;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;9/9/2025;Septembre;T3
JOB250002509;Ingénieur Business Support;1;"Commerce, Vente, Marketing & Distribution";EMPLOI SERVICE CONGO sarl;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;24/10/2025;Octobre;T4
JOB250001157;Assistant de Direction;1;"Énergie, Environnement & Eau";Energie du Congo (ENCO S.A);Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;14/5/2025;Mai;T2
JOB250001713;COMPTABLE ;1;"Finance, Banque, Assurance, Comptabilité & Fiscalité";Energie du Congo (ENCO S.A);Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;21/7/2025;Juillet;T3
JOB250002689;COMPTABLE ;1;"Finance, Banque, Assurance, Comptabilité & Fiscalité";Energie du Congo (ENCO S.A);Entreprise Privée;BRAZZAVILLE;Emploi Durable;CDI;20/11/2025;Novembre;T4
JOB250000818;Superintendants Forage OffshoreJack Up 3;2;"Pétrole, Gaz & Hydrocarbures";ENI CONGO S.A.U.;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;3/1/2025;Janvier;T1
JOB250000819;Chef de Site Terminal Nearshore;1;"Pétrole, Gaz & Hydrocarbures";ENI CONGO S.A.U.;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;11/2/2025;Février;T1
JOB250000821;Chef de Site Kitina;1;"Pétrole, Gaz & Hydrocarbures";ENI CONGO S.A.U.;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;11/2/2025;Février;T1
JOB250000900;Chef de Service Carbon Offset;1;"Pétrole, Gaz & Hydrocarbures";ENI CONGO S.A.U.;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;27/3/2025;Mars;T1
JOB250000907;Chef de Division Production et Efficacité Énergétique;1;"Pétrole, Gaz & Hydrocarbures";ENI CONGO S.A.U.;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;28/3/2025;Mars;T1
JOB250001021;Chef de Division Finances & Contrôle;1;"Pétrole, Gaz & Hydrocarbures";ENI CONGO S.A.U.;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;30/4/2025;Avril;T2
JOB250001023;Chef de Département Contrats Opérations et Exploration;1;"Pétrole, Gaz & Hydrocarbures";ENI CONGO S.A.U.;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;5/5/2025;Mai;T2
JOB250001141;Chef de Service Gestion HSE en Exécution de Projets;1;"Assurance Qualité, Contrôle, Testing (QHSE)";ENI CONGO S.A.U.;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;13/5/2025;Mai;T2
JOB250001142;Chef de Département Ingénierie Forage & Complétion;1;"Pétrole, Gaz & Hydrocarbures";ENI CONGO S.A.U.;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;13/5/2025;Mai;T2
JOB250001143;Chef de Division Complétion & Commissioning Intégré;1;"Pétrole, Gaz & Hydrocarbures";ENI CONGO S.A.U.;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;13/5/2025;Mai;T2
JOB250001144;Chef de Division Forage & Complétion;1;"Énergie, Environnement & Eau";ENI CONGO S.A.U.;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;13/5/2025;Mai;T2
JOB250001145;Chef de Département Médico-Social;1;"Pétrole, Gaz & Hydrocarbures";ENI CONGO S.A.U.;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;13/5/2025;Mai;T2
JOB250001146;Chef de Département Exploration Mer;1;"Pétrole, Gaz & Hydrocarbures";ENI CONGO S.A.U.;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;13/5/2025;Mai;T2
JOB250001147;Responsable Installation Offshore;1;"Pétrole, Gaz & Hydrocarbures";ENI CONGO S.A.U.;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;14/5/2025;Mai;T2
JOB250001148;Superintendant de Production ;2;"Pétrole, Gaz & Hydrocarbures";ENI CONGO S.A.U.;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;14/5/2025;Mai;T2
JOB250001149;Chef de Site NGUYA FLNG;2;"Pétrole, Gaz & Hydrocarbures";ENI CONGO S.A.U.;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;14/5/2025;Mai;T2
JOB250001150;Chef de Département Contrats Stratégiques et Projets;1;"Pétrole, Gaz & Hydrocarbures";ENI CONGO S.A.U.;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;14/5/2025;Mai;T2
JOB250001152;Chef de Département Process Safety;1;"Pétrole, Gaz & Hydrocarbures";ENI CONGO S.A.U.;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;14/5/2025;Mai;T2
JOB250001158;Chef de Département Gestion de Contrats;1;"Pétrole, Gaz & Hydrocarbures";ENI CONGO S.A.U.;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;14/5/2025;Mai;T2
JOB250001159;Superintendant HSE SCARABEO 5 ;2;"Assurance Qualité, Contrôle, Testing (QHSE)";ENI CONGO S.A.U.;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;14/5/2025;Mai;T2
JOB250001163;Chef de Département Exécution S&B;2;"Bâtiment, Travaux Publics & Aménagement du Territoire";ENI CONGO S.A.U.;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;15/5/2025;Mai;T2
JOB250001164;Superintendant Maintenance & Inspection;4;"Pétrole, Gaz & Hydrocarbures";ENI CONGO S.A.U.;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;15/5/2025;Mai;T2
JOB250001171;Coordonnateur Production Shift ;4;"Pétrole, Gaz & Hydrocarbures";ENI CONGO S.A.U.;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;19/5/2025;Mai;T2
JOB250001173;Superviseur Salle de Contrôle;4;"Pétrole, Gaz & Hydrocarbures";ENI CONGO S.A.U.;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;19/5/2025;Mai;T2
JOB250001175;Spécialiste Process;1;"Pétrole, Gaz & Hydrocarbures";ENI CONGO S.A.U.;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;19/5/2025;Mai;T2
JOB250001177;Superviseur Laboratoire;2;"Pétrole, Gaz & Hydrocarbures";ENI CONGO S.A.U.;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;19/5/2025;Mai;T2
JOB250001223;Superintendant HSE;1;"Assurance Qualité, Contrôle, Testing (QHSE)";ENI CONGO S.A.U.;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;23/5/2025;Mai;T2
JOB250001224;Superintendant HSE;1;"Assurance Qualité, Contrôle, Testing (QHSE)";ENI CONGO S.A.U.;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;23/5/2025;Mai;T2
JOB250001229;Ingénieur Pétrolier Scarabeo 5;1;"Pétrole, Gaz & Hydrocarbures";ENI CONGO S.A.U.;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;23/5/2025;Mai;T2
JOB250001230;Superintendant Maritime;2;"Pétrole, Gaz & Hydrocarbures";ENI CONGO S.A.U.;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;23/5/2025;Mai;T2
JOB250001231;Superviseur Maritime;1;"Pétrole, Gaz & Hydrocarbures";ENI CONGO S.A.U.;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;23/5/2025;Mai;T2
JOB250001283;INGENIEUR MECANIQUE;1;"Pétrole, Gaz & Hydrocarbures";ENI CONGO S.A.U.;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;31/5/2025;Mai;T2
JOB250001284;Ingénieur Electrique;1;"Pétrole, Gaz & Hydrocarbures";ENI CONGO S.A.U.;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;31/5/2025;Mai;T2
JOB250001285;Responsable HSE;1;"Assurance Qualité, Contrôle, Testing (QHSE)";ENI CONGO S.A.U.;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;31/5/2025;Mai;T2
JOB250001286;Chef de Service Construction S&B;1;"Pétrole, Gaz & Hydrocarbures";ENI CONGO S.A.U.;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;31/5/2025;Mai;T2
JOB250001300;Chef de Division Offshore FLNG;1;"Pétrole, Gaz & Hydrocarbures";ENI CONGO S.A.U.;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;3/6/2025;Juin;T2
JOB250001301;Chef de Département Ingénierie S&B;1;"Pétrole, Gaz & Hydrocarbures";ENI CONGO S.A.U.;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;3/6/2025;Juin;T2
JOB250001302;Ingénieur Process LEAD EIT;2;"Pétrole, Gaz & Hydrocarbures";ENI CONGO S.A.U.;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;3/6/2025;Juin;T2
JOB250001303;Ingénieur Process Lead ;2;"Pétrole, Gaz & Hydrocarbures";ENI CONGO S.A.U.;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;3/6/2025;Juin;T2
JOB250001307;Chef de Département Interface & Ingénierie Offshore FLNG;1;"Pétrole, Gaz & Hydrocarbures";ENI CONGO S.A.U.;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;3/6/2025;Juin;T2
JOB250001308;Ingénieur Securité Technique;1;"Pétrole, Gaz & Hydrocarbures";ENI CONGO S.A.U.;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;3/6/2025;Juin;T2
JOB250001309;Chef de Département Développement Durable;1;"Pétrole, Gaz & Hydrocarbures";ENI CONGO S.A.U.;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;3/6/2025;Juin;T2
JOB250001310;"Chef de Département Ingenierie WHP5, WHP4 RISER PLT & WHP6";1;"Pétrole, Gaz & Hydrocarbures";ENI CONGO S.A.U.;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;3/6/2025;Juin;T2
JOB250001311;"Chef de Subdivision WHP5, WHP6 & WHP4 RISER PLT EPC";1;"Pétrole, Gaz & Hydrocarbures";ENI CONGO S.A.U.;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;3/6/2025;Juin;T2
JOB250001312;Chef de Département FLNG Offshore Site ;2;"Pétrole, Gaz & Hydrocarbures";ENI CONGO S.A.U.;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;3/6/2025;Juin;T2
JOB250001313;Chef de Division Separation & Boosting EPC;1;"Pétrole, Gaz & Hydrocarbures";ENI CONGO S.A.U.;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;4/6/2025;Juin;T2
JOB250001314;Chef de Service Commissioning S&B;1;"Pétrole, Gaz & Hydrocarbures";ENI CONGO S.A.U.;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;4/6/2025;Juin;T2
JOB250001315;Chef de Service Commissioning & Complétion;1;"Pétrole, Gaz & Hydrocarbures";ENI CONGO S.A.U.;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;4/6/2025;Juin;T2
JOB250001321;"Chef de Département Construction & Commissioning WHP5, WHP4 RISER PLT & WHP6";1;"Pétrole, Gaz & Hydrocarbures";ENI CONGO S.A.U.;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;4/6/2025;Juin;T2
JOB250002084;Responsable d'Agence;1;"Conseil, Stratégie & Gestion des Ressources Humaines";EP2C ENERGY CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;1/9/2025;Septembre;T3
JOB250002091;Assistant Projet Immobilier;1;Immobilier;EQuatoria ;Entreprise Privée;BRAZZAVILLE;Emploi Durable;CDI;1/9/2025;Septembre;T3
NONREF000165;Magasinier;1;"Industrie, Production & Maintenance";ERIUM AIR LIQUIDE;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;15/1/2025;Janvier;T1
JOB250000931;TECHNICIEN.NE INSERTION (TI);1;ONG & Social;ESSOR;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;4/4/2025;Avril;T2
JOB250000985;ATTACHE DE DIRECTION;1;"Finance, Banque, Assurance, Comptabilité & Fiscalité";ETABLISSEMENT GKM;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;24/4/2025;Avril;T2
JOB250000887;SUPERVISEUR;1;Hôtellerie - Restauration;ETS BEABA'R;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;19/3/2025;Mars;T1
JOB250001270;Administratrice Gérante;1;Gestion Administrative;ETS GMD;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;28/5/2025;Mai;T2
JOB250001271;CAISSIER;1;"Finance, Banque, Assurance, Comptabilité & Fiscalité";ETS GMD;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;29/5/2025;Mai;T2
JOB250001272;RESPONSABLE RESSOURCES HUMAINES ;1;"Conseil, Stratégie & Gestion des Ressources Humaines";ETS GMD;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;29/5/2025;Mai;T2
JOB250001273;Cuisinier ;1;Hôtellerie - Restauration;ETS GMD;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;29/5/2025;Mai;T2
JOB250001274;Chauffeur ;1;"Transport, Logistique & Supply Chain";ETS GMD;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;29/5/2025;Mai;T2
JOB250002032;ASSISTANT COMPTABLE;2;"Finance, Banque, Assurance, Comptabilité & Fiscalité";ETS LINVANI MPION;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;26/8/2025;Août;T3
JOB250002035;Agent commercial;1;"Finance, Banque, Assurance, Comptabilité & Fiscalité";ETS LINVANI MPION;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;26/8/2025;Août;T3
JOB250001853;CHEF CUISINIER;1;Hôtellerie - Restauration;ETS. LE JAIPUR;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;4/8/2025;Août;T3
JOB250001854;CHEFD'AGENCE;1;Gestion Administrative;ETS. LE JAIPUR;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;4/8/2025;Août;T3
JOB250001855;Responsable Logistique;1;Hôtellerie - Restauration;ETS. LE JAIPUR;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;4/8/2025;Août;T3
JOB250002774;Juriste;1;Droit et Justice;Etude Maitre BOUANGA-GNIANGAISE;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;5/12/2025;Décembre;T4
JOB250002639;Chauffeur Bilingue;1;"Transport, Logistique & Supply Chain";EURO WOLD;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;11/11/2025;Novembre;T4
JOB250001019;Chauffeur ;2;"Tourisme, Loisirs & Voyages";EUROPEAN TRAVEL LTD;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;30/4/2025;Avril;T2
JOB250002637;Agent d'Equipage;1;"Transport, Logistique & Supply Chain";EXMAR SINGAPORE SUCCURSALE DU CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;11/11/2025;Novembre;T4
JOB250002266;GUICHETIER-CAISSIER ;1;"Finance, Banque, Assurance, Comptabilité & Fiscalité";EXPRESS UNION CONGO;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;19/9/2025;Septembre;T3
JOB250002267;CHEF D'AGENCE ADJOINT;1;"Finance, Banque, Assurance, Comptabilité & Fiscalité";EXPRESS UNION CONGO;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;19/9/2025;Septembre;T3
JOB250000942;GUICHETIER-CAISSIER ;1;"Finance, Banque, Assurance, Comptabilité & Fiscalité";EXPRESS UNION CONGO SA;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;18/4/2025;Avril;T2
JOB250002310;GUICHETIER-CAISSIER ;2;"Finance, Banque, Assurance, Comptabilité & Fiscalité";EXPRESS UNION CONGO SA;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;25/9/2025;Septembre;T3
NONREF000119;Directeur des opérations;1;"Pétrole, Gaz & Hydrocarbures";EXPRO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;11/2/2025;Février;T1
NONREF000185;Opérator 1 TCP CONGO;1;"Pétrole, Gaz & Hydrocarbures";EXPRO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;14/2/2025;Février;T1
NONREF000231;Sénior opérator wireline cgo;2;"Pétrole, Gaz & Hydrocarbures";EXPRO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;14/2/2025;Février;T1
NONREF000239;Superviseur des installations;2;"Pétrole, Gaz & Hydrocarbures";EXPRO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;11/2/2025;Février;T1
NONREF000240;Superviseur des opérations TRS;2;"Pétrole, Gaz & Hydrocarbures";EXPRO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;11/2/2025;Février;T1
JOB250001410;Mécanicien junior;1;"Industrie, Production & Maintenance";EXPRO WORLDWIDE BV;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;12/6/2025;Juin;T2
JOB250001908;Superviseur Slickline;1;"Pétrole, Gaz & Hydrocarbures";EXPRO WORLDWIDE BV;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;11/8/2025;Août;T3
JOB250001909;Opérateur Senior;2;"Pétrole, Gaz & Hydrocarbures";EXPRO WORLDWIDE BV;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;11/8/2025;Août;T3
JOB250001910;Electricien;1;"Énergie, Environnement & Eau";EXPRO WORLDWIDE BV;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;11/8/2025;Août;T3
JOB250001911;"Assistant Opérateur 1 ; 2 ; 3";2;"Pétrole, Gaz & Hydrocarbures";EXPRO WORLDWIDE BV;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;11/8/2025;Août;T3
JOB250001912;"Opérateurs Slickline1 ; 2 ; 3";2;"Pétrole, Gaz & Hydrocarbures";EXPRO WORLDWIDE BV;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;11/8/2025;Août;T3
JOB250001913;Assistant QHSE;1;"Assurance Qualité, Contrôle, Testing (QHSE)";EXPRO WORLDWIDE BV;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;11/8/2025;Août;T3
JOB250001947;MAGASINIER ;1;"Commerce, Vente, Marketing & Distribution";EXPRO WORLDWIDE BV;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;13/8/2025;Août;T3
JOB250002664;Controleur de Gestion;1;"Conseil, Stratégie & Gestion des Ressources Humaines";EXPRO WORLDWIDE BV;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;18/11/2025;Novembre;T4
JOB250002760;Controleur Financier ;1;"Finance, Banque, Assurance, Comptabilité & Fiscalité";EXPRO WORLDWIDE BV;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;2/12/2025;Décembre;T4
JOB250002185;COMMERCIAL ;1;"Commerce, Vente, Marketing & Distribution";FAMA  CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;9/9/2025;Septembre;T3
JOB250001245;Chef d'Agence ;1;"Finance, Banque, Assurance, Comptabilité & Fiscalité";FINAM CONGO;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;27/5/2025;Mai;T2
JOB250002669;COMPTABLE ;1;"Finance, Banque, Assurance, Comptabilité & Fiscalité";FINAM CONGO;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;18/11/2025;Novembre;T4
JOB250002670;Assistant de Direction;1;"Conseil, Stratégie & Gestion des Ressources Humaines";FINAM CONGO;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;18/11/2025;Novembre;T4
JOB250002671;Chargé Clientèle;1;"Finance, Banque, Assurance, Comptabilité & Fiscalité";FINAM CONGO;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;18/11/2025;Novembre;T4
JOB250002672;CAISSIER;1;"Finance, Banque, Assurance, Comptabilité & Fiscalité";FINAM CONGO;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;18/11/2025;Novembre;T4
JOB250002673;Agent Clientéle;1;"Finance, Banque, Assurance, Comptabilité & Fiscalité";FINAM CONGO;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;18/11/2025;Novembre;T4
JOB250002674;Chef d'Agence ;1;Divers ;FINAM CONGO;Entreprise Privée;BRAZZAVILLE;Emploi Durable;CDI;18/11/2025;Novembre;T4
JOB250002675;CAISSIER;1;"Finance, Banque, Assurance, Comptabilité & Fiscalité";FINAM CONGO;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;19/11/2025;Novembre;T4
JOB250000908;Grutiers;1;"Pétrole, Gaz & Hydrocarbures";FLOTEL CONGO SARLU;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;Contrat d'intérim;28/3/2025;Mars;T1
JOB250000911;Soudeur;1;"Pétrole, Gaz & Hydrocarbures";FLOTEL CONGO SARLU;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;Contrat d'intérim;28/3/2025;Mars;T1
JOB250000912;OPERATEUR FORAGE WORK-OVER;1;"Énergie, Environnement & Eau";FLOTEL CONGO SARLU;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;Contrat d'intérim;28/3/2025;Mars;T1
JOB250000924;OPERATEUR ASSISTANT ;1;"Pétrole, Gaz & Hydrocarbures";FLOTEL CONGO SARLU;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;Contrat d'intérim;2/4/2025;Avril;T2
JOB250000925;Electricien;1;"Énergie, Environnement & Eau";FLOTEL CONGO SARLU;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;Contrat d'intérim;2/4/2025;Avril;T2
JOB250000926;HSE;1;"Assurance Qualité, Contrôle, Testing (QHSE)";FLOTEL CONGO SARLU;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;Contrat d'intérim;2/4/2025;Avril;T2
JOB250001029;Technicien Support Maintenance;1;"Pétrole, Gaz & Hydrocarbures";FLOTEL CONGO SARLU;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;6/5/2025;Mai;T2
JOB250002746;SECOND OFFICER (MARINE);1;"Transport, Logistique & Supply Chain";FLOTEL CONGO SARLU;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;27/11/2025;Novembre;T4
